"Sample","year","month","week","colour","cond","domgl","dopercent","oldo","odour","ph","temp","turb","tdscalc","langelier","palk","talk","bicarb","carb","ca","mg","thard","na","k","sulfate","cl","dissal","ammn","bod","br","chla","fl","dissfe","dissmn","no3","orgn","rawtoc","rawdoc","uv254doc","orthop","tp","si","sulphide","blgrnalg","grnalg","diatoms","flag","crust","nema","roti","otherfauna","totgrnbg","totcoli","fcoli","totcoliback","pltct","part","ecoli","sst","ssv","ssf","partal","total","totfe","totmn","orgc","suva","fecstrep","tds","prefm","damflow","dbar","salcalc","bicarbC","carbC","ionstrength","pk1","pk2","k1","k2","hplus","ao","a1","a2","totaldicnull","totaldic","dicumol","Site","pCO2","CO2flux","CO2fluxWk","iceoffdoy","iceondoy","iceoffweek","iceonweek","season","Seasonname","Spring determine"
1598,2006,2,6,20,629,7.2,56,78.4,57,7.71,4.8,1.88,495,-0.01,"NA",174,213,"NA",54,23.4,229.5,47,5,134,16,7,0.03,"NA",0.05,15,0.22,"NA",0.02,0.09,0.57,4.79,4.47,0.819,3,34,3.7,"NA","NA",944,33,40,"NA","NA","NA","NA",944,2,"NA",60,44,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1.833,"NA","NA","NA","NA",10.5,0.503607676,41.92745441,"NA",0.0110075,6.476913549,10.37335404,0.000000333,0.0000000000423,0.0000000195,0.055124701,0.942828484,0.002046815,"NA","NA","NA","MLO",2921.999491,133.2844272,932.9909904,104,323,15,47,1,"winter",0
1599,2006,2,7,"NA","NA","NA","NA","NA",57,7.76,5.2,2.42,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",4.76,4.42,0.811,"NA","NA","NA","NA","NA",1667,122,314,"NA","NA","NA","NA",1667,"NA","NA",55,73,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1.834,"NA","NA","NA","NA",10.5,"NA","NA","NA","NA","NA","NA","NA","NA",0.0000000174,"NA","NA","NA","NA","NA","NA","MLO",2631.76345,116.4994812,815.4963682,104,323,15,47,1,"winter",0
1600,2006,2,8,"NA","NA","NA","NA","NA",55,7.85,4.7,1.96,"NA","NA","NA",182,222,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5.08,4.56,0.833,"NA","NA","NA","NA","NA","NA","NA",330,"NA","NA","NA","NA","NA",2,"NA",271,16,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1.826,"NA","NA","NA","NA",10.5,"NA",43.69903699,"NA","NA","NA","NA","NA","NA",0.0000000141,"NA","NA","NA","NA","NA","NA","MLO",2149.451424,93.24660439,652.7262308,104,323,15,47,1,"winter",0
1601,2006,3,9,"NA","NA","NA","NA","NA",60,7.73,4.4,2.37,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5.02,4.59,0.821,"NA","NA","NA","NA","NA",1156,522,314,"NA","NA",11,"NA",1156,2,"NA",282,43,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1.788,"NA","NA","NA","NA",10.5,"NA","NA","NA","NA","NA","NA","NA","NA",0.0000000186,"NA","NA","NA","NA","NA","NA","MLO",2786.620481,127.982677,895.878739,104,323,15,47,1,"winter",0
1602,2006,3,10,20,646,6.4,49,"NA",60,7.67,4.2,2.06,516,-0.02,"NA",188,230,"NA",56,24.1,235,47,5,134,15.9,2,0.06,2.8,"NA",25,0.21,"NA",0.09,"NA",0.64,4.84,4.48,0.844,3,37,4.6,"NA","NA",1944,600,114,"NA","NA","NA","NA",1944,2,"NA",26,19,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1.884,"NA","NA","NA","NA",10.5,0.527135164,45.27377706,"NA",0.011305,6.483519716,10.3789503,0.000000328,0.0000000000418,0.0000000214,0.061000982,0.937167265,0.001831753,"NA","NA","NA","MLO",3191.637958,150.492652,1053.448564,104,323,15,47,1,"winter",0
1603,2006,3,11,"NA","NA","NA","NA","NA",70,7.61,5,2.17,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",4.73,4.23,0.811,"NA","NA","NA","NA","NA",2422,922,66,"NA","NA","NA","NA",2422,"NA","NA",290,34,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1.917,"NA","NA","NA","NA",10.5,"NA","NA","NA","NA","NA","NA","NA","NA",0.0000000245,"NA","NA","NA","NA","NA","NA","MLO",3659.946565,170.6404731,1194.483312,104,323,15,47,1,"winter",0
1604,2006,3,12,"NA","NA","NA","NA","NA",60,7.78,4.5,2.23,"NA","NA","NA",186,227,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5.03,4.56,0.835,"NA","NA","NA","NA","NA",1356,900,189,"NA","NA","NA","NA",1356,"NA","NA",260,16,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1.831,"NA","NA","NA","NA",10.5,"NA",44.68324953,"NA","NA","NA","NA","NA","NA",0.0000000166,"NA","NA","NA","NA","NA","NA","MLO",2521.725925,113.553078,794.8715463,104,323,15,47,1,"winter",0
1605,2006,3,13,"NA","NA","NA","NA","NA",76,7.69,5.4,2.44,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",0.826,"NA","NA","NA","NA","NA",1689,767,279,"NA","NA","NA","NA",1689,37,"NA",83,24,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",444,"NA","NA",10.5,"NA","NA","NA","NA","NA","NA","NA","NA",0.0000000204,"NA","NA","NA","NA","NA","NA","MLO",3095.254472,139.4086234,975.8603641,104,323,15,47,1,"winter",0
1606,2006,4,14,25,650,6.9,56,63.4,84,7.81,6.4,3.77,518,0.17,"NA",190,231,"NA",57,24.5,244,47,4.9,133,15.7,"NA",0.01,3.9,"NA",17,0.17,"NA",0.13,"NA",0.67,5.58,4.89,0.839,5,50,5.6,"NA",11,1456,1033,189,"NA","NA","NA","NA",1467,54,"NA",155,9,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1.715,"NA",436,"NA","NA",10.5,0.497395182,45.47061957,"NA",0.011375,6.457251777,10.35041127,0.000000349,0.0000000000446,0.0000000155,0.042383224,0.95486552,0.002751256,"NA","NA","NA","MLO",2412.39591,100.9834225,706.8839575,104,323,15,47,1,"winter",0
1607,2006,4,15,"NA","NA","NA","NA","NA",80,8.39,6.2,5.67,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5.93,5.86,0.925,"NA","NA","NA","NA","NA",1489,989,294,"NA","NA","NA","NA",1489,84,"NA",195,56,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1.578,"NA",430,"NA","NA",10.5,"NA","NA","NA","NA","NA","NA","NA","NA",0.00000000407,"NA","NA","NA","NA","NA","NA","MLO",652.5237522,13.98933156,97.92532094,104,323,15,47,2,"Spring","Spring"
1608,2006,4,16,"NA","NA","NA","NA","NA","NA",8.14,7.1,6.19,"NA","NA","NA",139,169,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5.6,6,1.362,"NA","NA","NA","NA","NA","NA","NA",330,"NA","NA","NA","NA","NA",55,"NA",303,178,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",2.27,"NA","NA","NA","NA",10.5,"NA",33.26638401,"NA","NA","NA","NA","NA","NA",0.00000000724,"NA","NA","NA","NA","NA","NA","MLO",1163.00307,38.34163484,268.3914439,104,323,15,47,2,"Spring","Spring"
1609,2006,4,17,"NA","NA","NA","NA","NA",70,8.11,8.6,5.33,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",6.44,5.85,1.332,"NA","NA","NA","NA","NA","NA","NA",330,"NA","NA","NA","NA","NA","NA",163,217,185,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",2.277,"NA",288,"NA","NA",10.5,"NA","NA","NA","NA","NA","NA","NA","NA",0.00000000776,"NA","NA","NA","NA","NA","NA","MLO",1264.774493,41.26412302,288.8488612,104,323,15,47,2,"Spring","Spring"
1610,2006,5,18,"NA","NA","NA","NA","NA",80,8.19,12.7,4.33,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",6.06,5.46,1.262,"NA","NA","NA","NA","NA",1778,589,293,"NA","NA","NA","NA",1778,34,4,286,81,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",2.312,"NA",302,"NA","NA",10.5,"NA","NA","NA","NA","NA","NA","NA","NA",0.00000000646,"NA","NA","NA","NA","NA","NA","MLO",1107.966499,30.4855831,213.3990817,104,323,15,47,3,"summer",0
1611,2006,5,19,25,493,9.3,87,87.7,122,8.25,12.3,3.53,388,0.5,"NA",145,177,"NA",44,17.2,181,36,4.9,94,11.1,15,0.02,2,"NA",10,0.17,0.03,"NA","NA",0.62,5.62,5.06,1.131,7,53,3.5,"NA","NA",1478,200,250,"NA","NA","NA","NA",1478,4,4,297,76,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",2.235,"NA",342,"NA","NA",10.5,0.318216318,34.84112408,"NA",0.0086275,6.392966311,10.30071458,0.000000405,0.00000000005,0.00000000562,0.013588677,0.977711784,0.00869954,"NA","NA","NA","MLO",890.5313082,21.77700633,152.4390443,104,323,15,47,3,"summer",0
1612,2006,5,20,"NA","NA","NA","NA","NA",300,8.16,13.1,3.26,"NA","NA","NA",147,180,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5.61,4.98,1.076,"NA","NA","NA","NA",44,1633,267,263,"NA","NA","NA","NA",1678,3,50,82,38,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",2.16,"NA",324,"NA","NA",10.5,"NA",35.43165161,"NA","NA","NA","NA","NA","NA",0.00000000692,"NA","NA","NA","NA","NA","NA","MLO",1104.249657,29.97874773,209.8512341,104,323,15,47,3,"summer",0
1613,2006,5,21,"NA","NA","NA","NA","NA",267,8.23,17,3.93,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5.48,4.93,1.071,"NA","NA","NA","NA",1233,1600,167,308,"NA","NA","NA","NA",2833,109,4,252,89,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",2.172,"NA",334,"NA","NA",10.5,"NA","NA","NA","NA","NA","NA","NA","NA",0.00000000589,"NA","NA","NA","NA","NA","NA","MLO",993.3025016,24.03521364,168.2464955,104,323,15,47,3,"summer",0
1614,2006,6,22,"NA","NA","NA","NA","NA",240,8.29,15.2,3.54,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5.72,4.77,1,"NA","NA","NA","NA",1644,2444,78,217,"NA","NA","NA","NA",4088,3,108,276,127,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",2.096,"NA",320,"NA","NA",10.5,"NA","NA","NA","NA","NA","NA","NA","NA",0.00000000513,"NA","NA","NA","NA","NA","NA","MLO",844.3066886,18.87868196,132.1507737,104,323,15,47,3,"summer",0
1615,2006,6,23,"NA","NA","NA","NA","NA",300,8.25,17.3,4.23,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5.39,4.64,1.028,"NA","NA","NA","NA",1122,2144,133,257,"NA","NA","NA","NA",3266,134,4,154,277,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",2.216,"NA",334,"NA","NA",10.5,"NA","NA","NA","NA","NA","NA","NA","NA",0.00000000562,"NA","NA","NA","NA","NA","NA","MLO",953.0649431,22.52272433,157.6590703,104,323,15,47,3,"summer",0
1616,2006,6,24,35,521,9.3,91,82.7,325,8.37,14.6,4.57,409,0.69,2,151,179,3,46,18,188,39,5.4,102,12.2,16,0.03,2.4,0.04,30,0.16,0.02,"NA","NA",0.93,5.43,4.89,1.035,3,78,5.1,"NA",700,3389,189,290,7,"NA","NA","NA",4089,148,"NA",84,177,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",2.116,"NA",340,"NA","NA",10.5,0.318065294,35.2348091,0.600445934,0.0091175,6.365031635,10.2707119,0.000000431,0.0000000000536,0.00000000427,0.009669132,0.978038263,0.012292605,35.83525504,36.18513386,3015.427822,"MLO",707.0517271,13.67673032,95.73711223,104,323,15,47,3,"summer",0
1617,2006,6,25,38,538,7.3,76,82.7,250,8.49,17.2,6.31,"NA","NA",2,151,179,3,45,19.1,188,43,5.6,110,13.9,"NA","NA","NA","NA",27,"NA",0.03,"NA","NA",0.92,6.32,5.37,1.101,3,77,"NA","NA",1733,4444,200,272,7,"NA",22,"NA",6177,148,50,130,225,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",2.05,"NA",324,"NA","NA",10.5,0.308904736,35.2348091,0.600445934,0.009415,6.334141075,10.24013294,0.000000463,0.0000000000575,0.00000000324,0.00681582,0.975836394,0.017347787,35.83525504,36.08117783,3006.76482,"MLO",560.6453354,7.820229921,54.74160945,104,323,15,47,3,"summer",0
1618,2006,6,26,"NA","NA","NA","NA","NA",350,8.51,20.7,7.03,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",6.25,5.31,1.068,"NA","NA","NA","NA",1867,3178,189,283,30,"NA",22,"NA",5045,"NA",4,48,76,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",2.011,"NA",350,"NA","NA",10.5,"NA","NA","NA","NA","NA","NA","NA","NA",0.00000000309,"NA","NA","NA","NA","NA","NA","MLO",563.946204,8.442625161,59.09837613,104,323,15,47,3,"summer",0
1619,2006,7,27,"NA","NA","NA","NA","NA",250,8.26,22.7,5.82,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",6.26,5.46,1.094,"NA","NA","NA","NA",89,1822,300,307,"NA","NA",22,"NA",1911,"NA",108,158,112,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",2.004,"NA",354,"NA","NA",10.5,"NA","NA","NA","NA","NA","NA","NA","NA",0.0000000055,"NA","NA","NA","NA","NA","NA","MLO",1035.844972,26.34730953,184.4311667,104,323,15,47,3,"summer",0
1620,2006,7,28,"NA","NA","NA","NA","NA",200,8.37,22.8,5.42,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",6.8,6.24,1.142,"NA","NA","NA","NA","NA","NA","NA",330,"NA","NA","NA","NA","NA","NA",174,59,912,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1.83,"NA",360,"NA","NA",10.5,"NA","NA","NA","NA","NA","NA","NA","NA",0.00000000427,"NA","NA","NA","NA","NA","NA","MLO",805.7934929,18.42620536,128.9834375,104,323,15,47,3,"summer",0
1621,2006,7,29,50,518,7.4,87,"NA",333,8.48,23.7,9.86,408,0.84,3,139,162,4,40,18.2,176,45,5.9,111,14,10,0.03,5.6,0.05,74,0.18,0.02,0.01,0.04,1.51,7.12,6.81,1.17,7,122,8.4,"NA",1389,1489,611,307,13,11,22,"NA",2878,"NA",108,228,2120,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1.718,"NA",352,"NA","NA",10.5,0.257328467,31.88848645,0.800594578,0.009065,6.259772606,10.17783816,0.00000055,0.0000000000664,0.00000000331,0.005869399,0.974587976,0.019542624,32.68908103,32.88207908,2740.173257,"MLO",627.9656994,12.06013744,84.42096207,104,323,15,47,3,"summer",0
1622,2006,7,30,"NA","NA","NA","NA","NA",193,8.43,24.3,6.03,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",3422,444,56,301,"NA","NA",11,"NA",3866,"NA",143,124,2470,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",10.5,"NA","NA","NA","NA","NA","NA","NA","NA",0.00000000372,"NA","NA","NA","NA","NA","NA","MLO",712.0460706,15.73325329,110.132773,104,323,15,47,3,"summer",0
1623,2006,8,31,"NA","NA","NA","NA","NA",267,8.37,22.4,6.93,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",7.18,6.63,1.207,"NA","NA","NA","NA",211,256,"NA",40,"NA","NA","NA","NA",467,"NA",52,122,6680,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1.82,"NA",336,"NA","NA",10.5,"NA","NA","NA","NA","NA","NA","NA","NA",0.00000000427,"NA","NA","NA","NA","NA","NA","MLO",792.6263404,17.71110214,123.977715,104,323,15,47,3,"summer",0
1624,2006,8,32,"NA","NA","NA","NA","NA",300,8.65,20.2,7.3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",7.99,6.83,1.15,"NA","NA","NA","NA","NA","NA","NA",330,"NA","NA","NA","NA","NA",124,67,258,1670,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1.684,"NA",366,"NA","NA",10.5,"NA","NA","NA","NA","NA","NA","NA","NA",0.00000000224,"NA","NA","NA","NA","NA","NA","MLO",400.1507584,1.231595587,8.621169106,104,323,15,47,3,"summer",0
1625,2006,8,33,"NA","NA","NA","NA","NA",267,8.64,19.6,8.52,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",8.5,6.58,1.134,"NA","NA","NA","NA",3244,2589,666,68,"NA","NA","NA","NA",5833,72,131,235,1240,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1.723,"NA",360,"NA","NA",10.5,"NA","NA","NA","NA","NA","NA","NA","NA",0.00000000229,"NA","NA","NA","NA","NA","NA","MLO",405.9007177,1.473874774,10.31712342,104,323,15,47,3,"summer",0
1626,2006,8,34,60,532,7.6,83,73.5,300,8.71,19.8,7.79,405,0.9,6,124,137,7,35,18.6,163,51,6,124,15.7,8,0.03,6.2,"NA",64.2,0.19,"NA","NA","NA",1.05,9.33,6.19,1.176,7.2,129.8,9.79,"NA",4411,2322,633,108,"NA","NA","NA","NA",6733,125,174,193,1080,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1.9,"NA",348,"NA","NA",10.5,0.287714789,26.96742373,1.401040512,0.00931,6.304209696,10.21401263,0.000000496,0.0000000000611,0.00000000195,0.003794549,0.965940651,0.030264801,28.36846424,28.47651978,2373.043315,"MLO",348.1467345,-1.330094881,-9.310664164,104,323,15,47,3,"summer",0
1627,2006,9,35,"NA","NA","NA","NA","NA",360,8.79,19.9,7.92,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",10.31,6.56,1.159,"NA","NA","NA","NA",4177,2333,644,151,"NA","NA","NA","NA",6510,112,162,213,690,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1.766,"NA",352,"NA","NA",10.5,"NA","NA","NA","NA","NA","NA","NA","NA",0.00000000162,"NA","NA","NA","NA","NA","NA","MLO",289.0106959,-4.581559101,-32.07091371,104,323,15,47,3,"summer",0
1628,2006,9,36,"NA","NA","NA","NA","NA",367,8.91,17.9,8.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1.181,"NA","NA","NA","NA","NA","NA","NA",330,"NA","NA","NA","NA","NA",72,54,170,1210,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",10.5,"NA","NA","NA","NA","NA","NA","NA","NA",0.00000000123,"NA","NA","NA","NA","NA","NA","MLO",211.5463325,-8.884071205,-62.18849844,104,323,15,47,4,"fall",0
1629,2006,9,37,"NA","NA","NA","NA","NA",420,8.6,16.2,10.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",7.47,6.82,1.169,"NA","NA","NA","NA",1489,1233,167,316,"NA","NA","NA","NA",2722,"NA",48,284,690,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1.714,"NA","NA","NA","NA",10.5,"NA","NA","NA","NA","NA","NA","NA","NA",0.00000000251,"NA","NA","NA","NA","NA","NA","MLO",427.1890192,2.293466633,16.05426643,104,323,15,47,4,"fall",0
1630,2006,9,38,50,536,8.7,81,100,536,8.35,12.3,10.8,420,0.45,1,128,153,1,36,19,167,52,5.7,128,16.2,"NA",0.27,3.3,"NA",34,"NA","NA",0.01,0.09,0.9,7.56,6.66,1.136,27,114,9.2,"NA","NA","NA","NA",330,"NA","NA","NA","NA","NA",111,91,40,1240,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1.705,"NA",448,"NA","NA",10.5,0.346946451,30.11690387,0.200148645,0.00938,6.391421003,10.29453335,0.000000406,0.0000000000508,0.00000000447,0.010760089,0.978126138,0.011113773,30.31705251,30.64681497,2553.901248,"MLO",723.9713088,14.90052849,104.3036994,104,323,15,47,4,"fall",0
1631,2006,9,39,"NA","NA","NA","NA","NA",400,8.25,11.5,8.59,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",8.05,6.77,1.138,"NA","NA","NA","NA",1356,567,133,210,10,"NA","NA","NA",1923,"NA",117,162,230,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1.682,"NA","NA","NA","NA",10.5,"NA","NA","NA","NA","NA","NA","NA","NA",0.00000000562,"NA","NA","NA","NA","NA","NA","MLO",901.0070409,22.64669389,158.5268572,104,323,15,47,4,"fall",0
1632,2006,10,40,"NA","NA","NA","NA","NA",300,8.34,12.6,5.86,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",7.94,6.07,1.121,"NA","NA","NA","NA",1411,1100,211,74,"NA","NA","NA","NA",2511,"NA",50,13,320,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1.846,"NA","NA","NA","NA",10.5,"NA","NA","NA","NA","NA","NA","NA","NA",0.00000000457,"NA","NA","NA","NA","NA","NA","MLO",743.5407714,15.62013441,109.3409408,104,323,15,47,4,"fall",0
1633,2006,10,41,25,559,9.7,87,96.4,375,8.33,10.1,7.71,440,0.47,"NA",137,167,"NA",40,19.7,178,52,5.7,130,16.3,43,0.15,2.3,"NA",29,0.18,0.03,0.01,"NA",0.73,6.9,6.3,1.079,9,77,8.8,"NA","NA","NA","NA",330,"NA","NA","NA","NA","NA",55,143,142,305,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1.713,"NA",378,"NA","NA",10.5,0.383819463,32.87269899,"NA",0.0097825,6.416483725,10.31705736,0.000000383,0.0000000000482,0.00000000468,0.011934875,0.977989389,0.010075736,"NA","NA","NA","MLO",746.6229258,16.68225779,116.7758045,104,323,15,47,4,"fall",0
1634,2006,10,42,"NA","NA","NA","NA","NA",360,8.46,5.8,8.16,"NA","NA",3,140,165,3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",6.49,6.4,1.042,"NA","NA","NA","NA",156,167,11,66,"NA","NA","NA","NA",323,"NA",50,238,275,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1.628,"NA","NA","NA","NA",10.5,"NA",32.47901398,0.600445934,"NA","NA","NA","NA","NA",0.00000000347,"NA","NA","NA",33.07945991,"NA","NA","MLO",529.9860076,7.933854748,55.53698324,104,323,15,47,4,"fall",0
1635,2006,10,43,"NA","NA","NA","NA","NA",340,8.49,3.8,7.88,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",7.14,6.43,1.008,"NA","NA","NA","NA",388,1700,311,152,87,"NA","NA","NA",2088,"NA",85,184,105,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1.568,"NA","NA","NA","NA",10.5,"NA","NA","NA","NA","NA","NA","NA","NA",0.00000000324,"NA","NA","NA","NA","NA","NA","MLO",486.1196196,6.076190618,42.53333433,104,323,15,47,4,"fall",0
1636,2006,11,44,"NA","NA","NA","NA","NA",225,8.6,2.1,7.04,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",6.37,5.78,1.007,"NA","NA","NA","NA",1300,1900,478,168,"NA","NA","NA","NA",3200,55,50,173,120,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1.743,"NA","NA","NA","NA",10.5,"NA","NA","NA","NA","NA","NA","NA","NA",0.00000000251,"NA","NA","NA","NA","NA","NA","MLO",372.5201887,-0.128725117,-0.901075822,104,323,15,47,4,"fall",0
1637,2006,11,45,"NA","NA","NA","NA","NA",180,8.58,1.3,4.62,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",6.48,5.88,1.012,"NA","NA","NA","NA",33,711,122,181,"NA","NA","NA","NA",744,"NA","NA",254,55,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1.721,"NA","NA","NA","NA",10.5,"NA","NA","NA","NA","NA","NA","NA","NA",0.00000000263,"NA","NA","NA","NA","NA","NA","MLO",387.9223455,0.783967225,5.487770575,104,323,15,47,4,"fall",0
1638,2006,11,46,15,588,11.5,84,"NA",300,8.58,2.6,2.8,454,"NA",3,148,173,4,42,21,189,57,5.4,133,16.3,70,0.02,4.7,"NA",5,0.18,0.02,0.05,"NA",0.59,6.68,6.37,1.041,11,36,3.6,"NA",56,656,89,272,73,"NA","NA","NA",712,"NA","NA",160,16,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1.635,"NA","NA","NA","NA",10.5,0.501688812,34.05375405,0.800594578,0.01029,6.504461811,10.40733821,0.000000313,0.0000000000391,0.00000000263,0.008212303,0.97724433,0.014543367,34.85434863,35.14295321,2928.579434,"MLO",397.0985575,1.271632952,8.901430667,104,323,15,47,4,"fall",0
1639,2006,11,47,"NA","NA","NA","NA","NA",167,8.56,3.2,2.41,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",6.62,6.17,1.032,"NA","NA","NA","NA",22,867,144,235,"NA","NA","NA","NA",889,"NA","NA",196,5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1.672,"NA","NA","NA","NA",10.5,"NA","NA","NA","NA","NA","NA","NA","NA",0.00000000275,"NA","NA","NA","NA","NA","NA","MLO",417.7273185,2.395400107,16.76780075,104,323,15,47,4,"fall",0
